"","dates","Days","EVI","Cases","Index","pvs","pvn","lag_all","c_all","se_all","sp_all","name"
"45549",18311,29,-0.0871290708247231,0.142857142857143,0,1,0.85,7,0.13,0.4,1,"France"
"45550",18312,30,-0.225403330758517,0.142857142857143,0,1,0.857142857142857,7,0.13,0.4,1,"France"
"45551",18313,31,-1,0.142857142857143,0,1,0.863636363636364,7,0.13,0.4,1,"France"
"45552",18314,32,Inf,0,0,1,0.869565217391304,7,0.13,0.4,1,"France"
"45553",18315,33,0.290994448735806,0,0,1,0.875,7,0.13,0.4,1,"France"
"45554",18316,34,0.0954451150103322,0,0,1,0.88,7,0.13,0.4,1,"France"
"45555",18317,35,0.414213562373095,0.285714285714286,1,1,0.884615384615385,7,0.13,0.4,1,"France"
"45556",18318,36,1.84312035153866,0.857142857142857,1,1,0.888888888888889,7,0.13,0.4,1,"France"
"45557",18319,37,3.42229590042637,3.71428571428571,1,1,0.857142857142857,7,0.13,0.333333333333333,1,"France"
"45558",18320,38,0.847222194697779,6.42857142857143,1,1,0.827586206896552,7,0.13,0.285714285714286,1,"France"
"45559",18321,39,0.874850012024547,12.5714285714286,1,1,0.8,7,0.13,0.25,1,"France"
"45560",18322,40,0.403497837335318,16.8571428571429,1,1,0.774193548387097,7,0.13,0.222222222222222,1,"France"
"45561",18323,41,0.416491495967136,25.5714285714286,1,1,0.75,7,0.13,0.2,1,"France"
"45562",18324,42,0.140516241506895,28.2857142857143,1,1,0.75,7,0.13,0.272727272727273,1,"France"
"45563",18325,43,0.180126812982865,38.5714285714286,1,1,0.75,7,0.13,0.333333333333333,1,"France"
"45564",18326,44,0.328304493700835,55.4285714285714,1,1,0.75,7,0.13,0.384615384615385,1,"France"
"45565",18327,45,0.421641775933952,79.8571428571429,1,1,0.75,7,0.13,0.428571428571429,1,"France"
"45566",18328,46,0.560074177760287,121.142857142857,1,1,0.75,7,0.13,0.466666666666667,1,"France"
"45567",18329,47,0.247551642729515,142.142857142857,1,1,0.75,7,0.13,0.5,1,"France"
"45568",18330,48,0.201750495434521,174.285714285714,1,1,0.75,7,0.13,0.529411764705882,1,"France"
"45569",18331,49,0.201536138526618,224.428571428571,1,1,0.75,7,0.13,0.555555555555556,1,"France"
"45570",18332,50,0.212607944198795,286.428571428571,1,1,0.75,7,0.13,0.578947368421053,1,"France"
"45571",18333,51,-0.0486455576919629,266.714285714286,0,1,0.75,7,0.13,0.6,1,"France"
"45572",18334,52,0.403935141623817,437.857142857143,1,1,0.75,7,0.13,0.619047619047619,1,"France"
"45573",18335,53,0.246194228609844,506.857142857143,1,1,0.75,7,0.13,0.636363636363636,1,"France"
"45574",18336,54,-0.00452691651406987,486.714285714286,0,1,0.75,7,0.13,0.652173913043478,1,"France"
"45575",18337,55,0.370370461272585,753.142857142857,1,1,0.75,7,0.13,0.666666666666667,1,"France"
"45576",18338,56,0.191382415419407,847.428571428571,1,1,0.75,7,0.13,0.68,1,"France"
"45577",18339,57,0.154996320030554,975.857142857143,1,1,0.75,7,0.13,0.692307692307692,1,"France"
"45578",18340,58,0.1704113157538,1239.57142857143,1,1,0.727272727272727,7,0.13,0.666666666666667,1,"France"
"45579",18341,59,0.0880495752796878,1296.71428571429,0,1,0.727272727272727,7,0.13,0.678571428571429,1,"France"
"45580",18342,60,0.0397468831744025,1423.85714285714,0,1,0.727272727272727,7,0.13,0.689655172413793,1,"France"
"45581",18343,61,0.137809437744103,1746.57142857143,1,1,0.727272727272727,13,0.05,0.7,1,"France"
"45582",18344,62,0.108808049800793,1920,1,1,0.727272727272727,13,0.05,0.709677419354839,1,"France"
"45583",18345,63,0.0873007756957661,2093.85714285714,1,1,0.727272727272727,13,0.05,0.71875,1,"France"
"45584",18346,64,0.0628475142831154,2315.71428571429,1,1,0.727272727272727,13,0.05,0.727272727272727,1,"France"
"45585",18347,65,0.0888202920365751,2611.71428571429,1,1,0.727272727272727,13,0.05,0.735294117647059,1,"France"
"45586",18348,66,0.0835363539348343,2898.42857142857,1,1,0.727272727272727,13,0.05,0.742857142857143,1,"France"
"45587",18349,67,0.0838453054413488,3318.42857142857,1,1,0.727272727272727,13,0.05,0.75,1,"France"
"45588",18350,68,0.0495173985600698,3362.42857142857,0,1,0.727272727272727,13,0.05,0.756756756756757,1,"France"
"45589",18351,69,0.0209165380370563,3503.71428571429,0,1,0.727272727272727,13,0.05,0.763157894736842,1,"France"
"45590",18352,70,0.0996744269039442,4272.28571428571,1,1,0.727272727272727,13,0.05,0.769230769230769,1,"France"
"45591",18353,71,0.0866644471108648,4541.14285714286,1,1,0.727272727272727,13,0.05,0.775,1,"France"
"45592",18354,72,-0.00947874136612968,4282.28571428571,0,1,0.727272727272727,13,0.05,0.780487804878049,1,"France"
"45593",18355,73,-0.0262868996740887,4486.42857142857,0,1,0.727272727272727,13,0.05,0.785714285714286,1,"France"
"45594",18356,74,0.046951571724446,1383.71428571429,0,1,0.727272727272727,13,0.05,0.790697674418605,1,"France"
"45595",18357,75,0.0905101766297824,1134,0,1,0.705882352941176,13,0.05,0.772727272727273,1,"France"
"45596",18358,76,0.112230038019521,891.142857142857,0,1,0.714285714285714,13,0.05,0.772727272727273,1,"France"
"45597",18359,77,0.281061514029741,-697.428571428571,0,0.963172804532578,0.711815561959654,13,0.05,0.772727272727273,0.95,"France"
"45598",18360,78,0.119758907927184,-838.714285714286,0,1,0.675,19,0.09,0.704545454545455,1,"France"
"45599",18361,79,0.0798109196306225,-599,0,1,0.682926829268293,19,0.09,0.704545454545455,1,"France"
"45600",18362,80,0.0948894343645414,-1121.71428571429,0,1,0.690476190476191,19,0.09,0.704545454545455,1,"France"
"45601",18363,81,0.00222028921634689,1523.85714285714,0,1,0.697674418604651,19,0.09,0.704545454545455,1,"France"
"45602",18364,82,0.279160675459565,8651.14285714286,1,1,0.704545454545455,19,0.09,0.704545454545455,1,"France"
"45603",18365,83,0.164513747968999,8720.71428571429,1,1,0.711111111111111,19,0.09,0.704545454545455,1,"France"
"45604",18366,84,0.237039922028512,11712,1,1,0.695652173913044,19,0.09,0.688888888888889,1,"France"
"45605",18367,85,0.141253509124155,11619.5714285714,1,1,0.680851063829787,19,0.09,0.673913043478261,1,"France"
"45606",18368,86,0.130676169772274,12875.8571428571,1,1,0.666666666666667,19,0.09,0.659574468085106,1,"France"
"45607",18369,87,0.0926290032139321,12922.4285714286,1,1,0.653061224489796,19,0.09,0.645833333333333,1,"France"
"45608",18370,88,0.0740732330999711,13259.7142857143,0,1,0.64,19,0.09,0.63265306122449,1,"France"
"45609",18371,89,-0.00015884185480144,6166.28571428571,0,1,0.64,19,0.09,0.64,1,"France"
"45610",18372,90,-0.000143655526881293,6067.14285714286,0,1,0.64,19,0.09,0.647058823529412,1,"France"
"45611",18373,91,0.000823065172371629,3955.42857142857,0,1,0.64,19,0.09,0.653846153846154,1,"France"
"45612",18374,92,0.00179695486477443,3754.28571428571,0,1,0.64,19,0.09,0.660377358490566,1,"France"
"45613",18375,93,-0.00248219364852969,1713.14285714286,0,0.966257668711656,0.638392857142857,19,0.09,0.660377358490566,0.962962962962963,"France"
"45614",18376,94,0.00920888857954747,1844.57142857143,0,0.96646942800789,0.645569620253165,22,0.1,0.660377358490566,0.964285714285714,"France"
"45615",18377,95,0.0105169233560309,1540.57142857143,0,0.966666666666667,0.652463382157124,22,0.1,0.660377358490566,0.96551724137931,"France"
"45616",18378,96,-0.000578426516514639,1475,0,0.966850828729282,0.659090909090909,22,0.1,0.660377358490566,0.966666666666667,"France"
"45617",18379,97,-0.00333902925549608,1652,0,0.967023172905526,0.66546762589928,22,0.1,0.660377358490566,0.967741935483871,"France"
"45618",18380,98,-0.00555967183652134,1718.57142857143,0,0.967184801381693,0.671607753705815,22,0.1,0.660377358490566,0.96875,"France"
"45619",18381,99,-0.0173934461924568,1253.57142857143,0,0.967336683417085,0.677524429967427,22,0.1,0.660377358490566,0.96969696969697,"France"
"45620",18382,100,-0.0230633578574562,1671.85714285714,0,0.967479674796748,0.683229813664596,22,0.1,0.660377358490566,0.970588235294118,"France"
"45621",18383,101,-0.0192627887515678,1345.42857142857,0,0.967614533965245,0.688735177865613,22,0.1,0.660377358490566,0.971428571428571,"France"
"45622",18384,102,-0.0263298351476835,1218.85714285714,0,0.967741935483871,0.694050991501416,22,0.1,0.660377358490566,0.972222222222222,"France"
"45623",18385,103,0.00304794837576882,1180,0,0.967862481315396,0.699186991869919,22,0.1,0.660377358490566,0.972972972972973,"France"
"45624",18386,104,0.00732263299950871,733.714285714286,0,0.967976710334789,0.704152249134948,22,0.1,0.660377358490566,0.973684210526316,"France"
"45625",18387,105,0.00284195495459742,445.857142857143,0,0.968085106382979,0.708955223880597,22,0.1,0.660377358490566,0.974358974358974,"France"
"45626",18388,106,-0.00116754675598325,1244.57142857143,0,0.894495412844037,0.747292418772563,7,0.01,0.735849056603774,0.9,"France"
"45627",18389,107,-0.187899084390004,1176.42857142857,0,0.894795747062115,0.751837440553394,7,0.01,0.735849056603774,0.902439024390244,"France"
"45628",18390,108,-0.059644777437345,1177.14285714286,0,0.895081967213115,0.756218905472637,7,0.01,0.735849056603774,0.904761904761905,"France"
"45629",18391,109,-0.0222171824439188,1139.57142857143,0,0.89535504538174,0.760445682451253,7,0.01,0.735849056603774,0.906976744186046,"France"
"45630",18392,110,-0.0146457031406752,1123.57142857143,0,0.895615866388309,0.764525993883792,7,0.01,0.735849056603774,0.909090909090909,"France"
"45631",18393,111,-0.0831293960546885,1088.14285714286,0,0.895865237366003,0.768467475192944,7,0.01,0.735849056603774,0.911111111111111,"France"
"45632",18394,112,-0.753208718824498,1036.14285714286,0,0.896103896103896,0.772277227722772,7,0.01,0.735849056603774,0.91304347826087,"France"
"45633",18395,113,2.45724812053397,519.714285714286,0,0.896332518337408,0.775961865849506,7,0.01,0.735849056603774,0.914893617021277,"France"
"45634",18396,114,0.268088301179917,505.571428571429,0,0.896551724137931,0.779527559055118,7,0.01,0.735849056603774,0.916666666666667,"France"
"45635",18397,115,0.0659478816485473,503,0,0.89676208352886,0.782980069598228,7,0.01,0.735849056603774,0.918367346938776,"France"
"45636",18398,116,-0.0161495355803858,486.714285714286,0,0.896964121435143,0.786324786324786,7,0.01,0.735849056603774,0.92,"France"
"45637",18399,117,-0.109866631114637,471.142857142857,0,0.897158322056834,0.789566755083996,7,0.01,0.735849056603774,0.92156862745098,"France"
"45638",18400,118,-0.259429180725984,489.714285714286,0,0.897345132743363,0.792710706150342,7,0.01,0.735849056603774,0.923076923076923,"France"
"45639",18401,119,-0.891202370228322,453.714285714286,0,0.897524967433782,0.795761078998073,7,0.01,0.735849056603774,0.924528301886792,"France"
"45640",18402,120,0.021356542556709,448.142857142857,0,0.89769820971867,0.798722044728434,7,0.01,0.735849056603774,0.925925925925926,"France"
"45641",18403,121,0.597497648971297,394.571428571429,0,0.897865215571369,0.801597526410719,7,0.01,0.735849056603774,0.927272727272727,"France"
"45642",18404,122,-0.0728769592412719,429.285714285714,0,0.898026315789474,0.80439121756487,7,0.01,0.735849056603774,0.928571428571429,"France"
"45643",18405,123,-0.100484676330894,448,0,0.898181818181818,0.807106598984772,7,0.01,0.735849056603774,0.929824561403509,"France"
"45644",18406,124,0.358550873814071,365.285714285714,0,0.898332009531374,0.809746954076851,7,0.01,0.735849056603774,0.931034482758621,"France"
"45645",18407,125,0.0484672944931458,348.285714285714,0,0.898477157360406,0.81231538286753,7,0.01,0.735849056603774,0.932203389830508,"France"
"45646",18408,126,0.21555451860339,313.142857142857,0,0.898617511520737,0.814814814814815,7,0.01,0.735849056603774,0.933333333333333,"France"
"45647",18409,127,0.207225524094134,268.857142857143,0,0.898753305629014,0.817248020543548,7,0.01,0.735849056603774,0.934426229508197,"France"
"45648",18410,128,1.28612775766771,708.285714285714,1,0.898884758364312,0.819617622610141,7,0.01,0.735849056603774,0.935483870967742,"France"
"45649",18411,129,0.231935212710874,685.142857142857,1,0.899012074643249,0.821926105390672,7,0.01,0.735849056603774,0.936507936507937,"France"
"45650",18412,130,0.331990588510375,863.571428571429,1,0.899135446685879,0.824175824175824,7,0.01,0.735849056603774,0.9375,"France"
"45651",18413,131,0.180576229939888,959.285714285714,1,0.899135446685879,0.813953488372093,7,0.01,0.722222222222222,0.9375,"France"
"45652",18414,132,0.0296093964311289,971,1,0.899135446685879,0.803981623277182,7,0.01,0.709090909090909,0.9375,"France"
"45653",18415,133,-0.162659568853934,842.142857142857,0,0.899135446685879,0.794251134644478,7,0.01,0.696428571428571,0.9375,"France"
"45654",18416,134,-0.119873609997075,356.714285714286,0,0.899135446685879,0.7847533632287,7,0.01,0.684210526315789,0.9375,"France"
"45655",18417,135,0.107641076783235,502,0,0.901408450704225,0.7847533632287,7,0.01,0.689655172413793,0.9375,"France"
"45656",18418,136,0.0717775877930197,500.142857142857,0,0.903581267217631,0.784753363228699,7,0.01,0.694915254237288,0.9375,"France"
"45657",18419,137,0.10739924300263,325.428571428571,0,0.905660377358491,0.784753363228699,7,0.01,0.7,0.9375,"France"
"45658",18420,138,-0.0789820042044642,341.142857142857,0,0.884927066450567,0.784530386740331,7,0.01,0.7,0.923076923076923,"France"
"45659",18421,139,-0.27226951896118,322.142857142857,0,0.865168539325843,0.784313725490196,7,0.01,0.7,0.909090909090909,"France"
"45660",18422,140,-0.533764336647072,493.571428571429,0,0.865313653136531,0.78688814278141,7,0.01,0.7,0.91044776119403,"France"
"45661",18423,141,1.8880505244069,1043.71428571429,1,0.865454545454545,0.789401238816242,7,0.01,0.7,0.911764705882353,"France"
"45662",18424,142,0.00110377135579212,472.857142857143,0,0.865591397849462,0.79185520361991,7,0.01,0.7,0.91304347826087,"France"
"45663",18425,143,2.37033766770161e-05,504.428571428571,0,0.865724381625442,0.794252122795558,7,0.01,0.7,0.914285714285714,"France"
"45664",18426,144,-0.0461980776617819,493.714285714286,0,0.865853658536585,0.796593983765717,7,0.01,0.7,0.915492957746479,"France"
"45665",18427,145,-0.0540111545597558,500.714285714286,0,0.865979381443299,0.798882681564246,7,0.01,0.7,0.916666666666667,"France"
"45666",18428,146,-0.0833418977169421,481,0,0.865979381443299,0.790055248618785,7,0.01,0.688524590163934,0.916666666666667,"France"
"45667",18429,147,-0.000899258986105952,496.714285714286,0,0.865979381443299,0.781420765027322,7,0.01,0.67741935483871,0.916666666666667,"France"
"45668",18430,148,-0.940736744420572,477.142857142857,0,0.847195357833656,0.781240635301169,7,0.01,0.67741935483871,0.904109589041096,"France"
"45669",18431,149,-0.0491014746704955,508.857142857143,0,0.847328244274809,0.783625730994152,7,0.01,0.67741935483871,0.905405405405405,"France"
"45670",18432,150,0.0291160719644495,506.714285714286,1,0.847457627118644,0.785958904109589,7,0.01,0.67741935483871,0.906666666666667,"France"
"45671",18433,151,0.346508324748166,524.142857142857,1,0.847583643122677,0.78824185009752,7,0.01,0.67741935483871,0.907894736842105,"France"
"45672",18434,152,0.0857624748508987,517.428571428571,1,0.847706422018349,0.79047619047619,7,0.01,0.67741935483871,0.909090909090909,"France"
"45673",18435,153,-0.0985690444643484,518.285714285714,0,0.847826086956522,0.792663476874003,7,0.01,0.67741935483871,0.91025641025641,"France"
"45674",18436,154,0.0182544206468633,523.285714285714,1,0.847942754919499,0.794805194805195,7,0.01,0.67741935483871,0.911392405063291,"France"
"45675",18437,155,-0.298440426399111,491.857142857143,0,0.848056537102473,0.796902767199797,7,0.01,0.67741935483871,0.9125,"France"
"45676",18438,156,1.49124703043231,444.571428571429,0,0.848167539267016,0.798957557706627,7,0.01,0.67741935483871,0.91358024691358,"France"
"45677",18439,157,0.00658587178937198,512.571428571429,0,0.830279652844745,0.798822374877331,7,0.01,0.67741935483871,0.902439024390244,"France"
"45678",18440,158,0.0109871670368239,488.142857142857,0,0.845255837059116,0.795109909486305,13,0.05,0.661290322580645,0.91566265060241,"France"
"45679",18441,159,0.752061297049885,381.142857142857,0,0.845360824742268,0.797101449275362,13,0.05,0.661290322580645,0.916666666666667,"France"
"45680",18442,160,0.033962691903276,453,0,0.845463367297428,0.799054373522459,13,0.05,0.661290322580645,0.917647058823529,"France"
"45681",18443,161,0.110843776784745,416.285714285714,0,0.845563549160671,0.800969803835133,13,0.05,0.661290322580645,0.918604651162791,"France"
"45682",18444,162,0.0126021549779576,519.428571428571,0,0.845661450924609,0.802848818387828,13,0.05,0.661290322580645,0.919540229885057,"France"
"45683",18445,163,0.0926682211195396,560,1,0.845757149554618,0.804692454026633,13,0.05,0.661290322580645,0.920454545454545,"France"
"45684",18446,164,-0.0098868904225297,456.571428571429,0,0.845850718590635,0.806501708251372,13,0.05,0.661290322580645,0.921348314606742,"France"
"45685",18447,165,-0.00032204565561761,443.714285714286,0,0.845942228335626,0.808277541083384,13,0.05,0.661290322580645,0.922222222222222,"France"
"45686",18448,166,-0.0169277131624032,503.285714285714,0,0.846031746031746,0.810020876826722,13,0.05,0.661290322580645,0.923076923076923,"France"
"45687",18449,167,0.0686500325430915,556.571428571429,1,0.846119336025123,0.811732605729877,13,0.05,0.661290322580645,0.923913043478261,"France"
"45688",18450,168,0.0836171938491879,558.428571428571,1,0.846205059920106,0.8134135855546,13,0.05,0.661290322580645,0.924731182795699,"France"
"45689",18451,169,0.00438481654351546,534.428571428571,0,0.846288976723759,0.815064643057898,13,0.05,0.661290322580645,0.925531914893617,"France"
"45690",18452,170,0.00531160878710537,520.857142857143,0,0.828194769296194,0.8149693934335,13,0.05,0.661290322580645,0.91578947368421,"France"
"45691",18453,171,0.033075250467629,546,0,0.828282828282828,0.816593886462882,13,0.05,0.661290322580645,0.916666666666667,"France"
"45692",18454,172,-0.177288166233079,530.714285714286,0,0.828369089772964,0.818189932167083,13,0.05,0.661290322580645,0.917525773195876,"France"
"45693",18455,173,-0.0515521859365164,531.428571428571,0,0.828453608247423,0.819758276405675,13,0.05,0.661290322580645,0.918367346938776,"France"
"45694",18456,174,-0.124941554084208,589.285714285714,0,0.811151079136691,0.819672131147541,13,0.05,0.661290322580645,0.909090909090909,"France"
"45695",18457,175,-0.000806448710970582,533.285714285714,0,0.794573643410853,0.819587628865979,13,0.05,0.661290322580645,0.9,"France"
"45696",18458,176,-0.0275645688616687,519.714285714286,0,0.794665131452696,0.821133412042503,13,0.05,0.661290322580645,0.900990099009901,"France"
"45697",18459,177,-0.144483088967726,537.571428571429,0,0.794754846066135,0.822652757078987,13,0.05,0.661290322580645,0.901960784313726,"France"
"45698",18460,178,-0.358660807733103,553.857142857143,0,0.794842838321099,0.824146341463415,13,0.05,0.661290322580645,0.902912621359223,"France"
"45699",18461,179,-0.136159268843914,541.285714285714,0,0.794929157345265,0.825614819546471,13,0.05,0.661290322580645,0.903846153846154,"France"
"45700",18462,180,-0.0251859557021966,539.571428571429,0,0.795013850415512,0.827058823529412,13,0.05,0.661290322580645,0.904761904761905,"France"
"45701",18463,181,0.42618577636794,609.285714285714,1,0.795096963044274,0.828478964401295,13,0.05,0.661290322580645,0.905660377358491,"France"
"45702",18464,182,0.785878605131009,685.428571428571,1,0.795178539061084,0.829875832828589,13,0.05,0.661290322580645,0.906542056074766,"France"
"45703",18465,183,0.33536928885742,713.142857142857,1,0.795258620689655,0.83125,13,0.05,0.661290322580645,0.907407407407407,"France"
"45704",18466,184,0.443733493727561,808.428571428571,1,0.795337248620751,0.832602018429136,13,0.05,0.661290322580645,0.908256880733945,"France"
"45705",18467,185,0.24574234416394,845.857142857143,1,0.795337248620751,0.826017557861133,13,0.05,0.650793650793651,0.908256880733945,"France"
"45706",18468,186,0.107139917566723,835.142857142857,1,0.795337248620751,0.81953642384106,13,0.05,0.640625,0.908256880733945,"France"
"45707",18469,187,0.0811508169961667,834.571428571429,1,0.795337248620751,0.813156203128348,13,0.05,0.630769230769231,0.908256880733945,"France"
"45708",18470,188,0.0893649234985959,917,1,0.799231843575419,0.813156203128348,13,0.05,0.636363636363636,0.908256880733945,"France"
"45709",18471,189,0.0202990797483763,912.571428571429,0,0.802980983381874,0.813156203128348,13,0.05,0.641791044776119,0.908256880733945,"France"
"45710",18472,190,0.0482743317197962,991,0,0.806592667339388,0.813156203128348,13,0.05,0.647058823529412,0.908256880733945,"France"
"45711",18473,191,0.0200653761806197,1012.85714285714,0,0.810074318744839,0.813156203128348,13,0.05,0.652173913043478,0.908256880733945,"France"
"45712",18474,192,-0.0250887779935622,1043.85714285714,0,0.813432835820896,0.813156203128348,13,0.05,0.657142857142857,0.908256880733945,"France"
"45713",18475,193,-0.103026513598924,1040.28571428571,0,0.816674637334609,0.813156203128348,13,0.05,0.661971830985915,0.908256880733945,"France"
"45714",18476,194,-0.11242377577364,1040.71428571429,0,0.81980570354121,0.813156203128348,13,0.05,0.666666666666667,0.908256880733945,"France"
"45715",18477,195,0.021795089049614,1165.28571428571,0,0.822831613002619,0.813156203128348,13,0.05,0.671232876712329,0.908256880733945,"France"
"45716",18478,196,0.034822010226033,1223.42857142857,0,0.822831613002619,0.806874557051736,13,0.05,0.662162162162162,0.908256880733945,"France"
"45717",18479,197,0.0242225130723069,1257.42857142857,0,0.811615785554728,0.805287602715255,15,0.05,0.666666666666667,0.899082568807339,"France"
"45718",18480,198,0.0602385468640354,1287.71428571429,1,0.83767252195734,0.796233469500796,30,0.01,0.644736842105263,0.917431192660551,"France"
"45719",18481,199,0.083114895915682,1441.85714285714,1,0.840400925212028,0.796233469500796,30,0.01,0.649350649350649,0.917431192660551,"France"
"45720",18482,200,0.058211667763635,1442.85714285714,1,0.843039126478617,0.796233469500796,30,0.01,0.653846153846154,0.917431192660551,"France"
"45721",18483,201,0.0457006453328133,1447.42857142857,1,0.845591526182306,0.796233469500796,30,0.01,0.658227848101266,0.917431192660551,"France"
"45722",18484,202,0.0730031999592273,1643.28571428571,1,0.848062243100411,0.796233469500796,30,0.01,0.6625,0.917431192660551,"France"
"45723",18485,203,0.0650327964776658,1706.57142857143,1,0.850455136540962,0.796233469500796,30,0.01,0.666666666666667,0.917431192660551,"France"
"45724",18486,204,0.0777146491480409,1833.71428571429,1,0.852773826458037,0.796233469500796,30,0.01,0.670731707317073,0.917431192660551,"France"
"45725",18487,205,0.0794511918352019,1987.57142857143,1,0.855021711724331,0.796233469500796,30,0.01,0.674698795180723,0.917431192660551,"France"
"45726",18488,206,0.0671715900507149,2064.14285714286,1,0.857201986754967,0.796233469500796,30,0.01,0.678571428571429,0.917431192660551,"France"
"45727",18489,207,0.131494623792288,2512.71428571429,1,0.859317656653527,0.796233469500796,30,0.01,0.682352941176471,0.917431192660551,"France"
"45728",18490,208,0.167533321261267,2936.71428571429,1,0.861371551031342,0.796233469500796,30,0.01,0.686046511627907,0.917431192660551,"France"
"45729",18491,209,0.0319350445282288,2353.71428571429,1,0.863366336633663,0.796233469500796,30,0.01,0.689655172413793,0.917431192660551,"France"
"45730",18492,210,0.0294120041034182,2454.42857142857,1,0.865304528891203,0.796233469500796,30,0.01,0.693181818181818,0.917431192660551,"France"
"45731",18493,211,0.0386726902673202,2622.14285714286,1,0.867188502502246,0.796233469500796,30,0.01,0.696629213483146,0.917431192660551,"France"
"45732",18494,212,0.0613575570965234,2925.28571428571,1,0.869020501138952,0.796233469500796,30,0.01,0.7,0.917431192660551,"France"
"45733",18495,213,0.0758652717809174,3223.28571428571,1,0.870802646361253,0.796233469500796,30,0.01,0.703296703296703,0.917431192660551,"France"
"45734",18496,214,0.0619611230094966,3261,1,0.872536945812808,0.796233469500796,30,0.01,0.706521739130435,0.917431192660551,"France"
"45735",18497,215,0.0672320586345061,3500.57142857143,1,0.874225300765585,0.796233469500796,30,0.01,0.709677419354839,0.917431192660551,"France"
"45736",18498,216,0.0632543974982335,3690,1,0.875869513072679,0.796233469500796,30,0.01,0.712765957446808,0.917431192660551,"France"
"45737",18499,217,0.061268254746779,3903.85714285714,1,0.87747129158281,0.796233469500796,30,0.01,0.715789473684211,0.917431192660551,"France"
"45738",18500,218,0.0155881321769808,3406,1,0.879032258064516,0.796233469500796,30,0.01,0.71875,0.917431192660551,"France"
"45739",18501,219,0.0656355117690363,4320.71428571429,1,0.880553952683208,0.796233469500796,30,0.01,0.721649484536082,0.917431192660551,"France"
"45740",18502,220,0.0757234310527965,4696.71428571429,1,0.88203783906998,0.796233469500796,30,0.01,0.724489795918367,0.917431192660551,"France"
"45741",18503,221,0.0729543233700251,4980.42857142857,1,0.883485309017224,0.796233469500796,30,0.01,0.727272727272727,0.917431192660551,"France"
"45742",18504,222,0.0580204256523016,5078.42857142857,1,0.88489768683274,0.796233469500796,30,0.01,0.73,0.917431192660551,"France"
"45743",18505,223,0.0488035359756719,5240.85714285714,1,0.886276233380947,0.796233469500796,30,0.01,0.732673267326733,0.917431192660551,"France"
"45744",18506,224,0.0434154620141638,5453.42857142857,1,0.887622149837134,0.796233469500796,30,0.01,0.735294117647059,0.917431192660551,"France"
"45745",18507,225,0.0839878967137953,6428.57142857143,1,0.888936581178238,0.796233469500796,30,0.01,0.737864077669903,0.917431192660551,"France"
"45746",18508,226,0.0328901828596399,5845.57142857143,1,0.890220619431481,0.796233469500796,30,0.01,0.740384615384615,0.917431192660551,"France"
"45747",18509,227,0.0279600042277327,6016,1,0.89147530670022,0.796233469500796,30,0.01,0.742857142857143,0.917431192660551,"France"
"45748",18510,228,0.0340621496496473,6463.71428571429,1,0.892701637984657,0.796233469500796,30,0.01,0.745283018867924,0.917431192660551,"France"
"45749",18511,229,0.0338219573886808,6699.42857142857,1,0.893900563813429,0.796233469500796,30,0.01,0.747663551401869,0.917431192660551,"France"
"45750",18512,230,0.0263532575368896,6864.14285714286,1,0.89507299270073,0.796233469500796,30,0.01,0.75,0.917431192660551,"France"
"45751",18513,231,0.0217626936829164,7097.57142857143,1,0.896219793442294,0.796233469500796,30,0.01,0.752293577981651,0.917431192660551,"France"
"45752",18514,232,0.0219936146281246,7312.71428571429,1,0.897341797262448,0.796233469500796,30,0.01,0.754545454545455,0.917431192660551,"France"
"45753",18515,233,0.0238844801765667,7689.85714285714,1,0.898439799823374,0.796233469500796,30,0.01,0.756756756756757,0.917431192660551,"France"
"45754",18516,234,0.0173714324574297,7786.28571428571,1,0.899514563106796,0.796233469500796,30,0.01,0.758928571428571,0.917431192660551,"France"
"45755",18517,235,0.0217684517457176,8178.14285714286,1,0.900566817177443,0.796233469500796,30,0.01,0.761061946902655,0.917431192660551,"France"
"45756",18518,236,0.00806895110712657,8082.28571428571,0,0.901597261836851,0.796233469500796,30,0.01,0.763157894736842,0.917431192660551,"France"
"45757",18519,237,0.0175778216240246,8386.57142857143,1,0.902606568175402,0.796233469500796,30,0.01,0.765217391304348,0.917431192660551,"France"
"45758",18520,238,0.0211806604924794,8542,1,0.903595380029806,0.796233469500796,30,0.01,0.767241379310345,0.917431192660551,"France"
"45759",18521,239,0.00205678436632125,8766.57142857143,0,0.904564315352697,0.796233469500796,30,0.01,0.769230769230769,0.917431192660551,"France"
"45760",18522,240,-0.00517729950113221,8834.71428571429,0,0.905513967500457,0.796233469500796,30,0.01,0.771186440677966,0.917431192660551,"France"
"45761",18523,241,0.00231489803045941,9366.71428571429,0,0.906444906444906,0.796233469500796,30,0.01,0.773109243697479,0.917431192660551,"France"
"45762",18524,242,0.00736820883152201,9684.28571428571,0,0.897163120567376,0.796156485929993,30,0.01,0.773109243697479,0.909090909090909,"France"
"45763",18525,243,0.02077137535253,10283,1,0.897163120567376,0.790190735694823,30,0.01,0.766666666666667,0.909090909090909,"France"
"45764",18526,244,0.00385442937877304,10160.5714285714,0,0.898156277436348,0.790190735694823,30,0.01,0.768595041322314,0.909090909090909,"France"
"45765",18527,245,0.00672759446767304,10483.1428571429,0,0.899130434782609,0.790190735694823,30,0.01,0.770491803278688,0.909090909090909,"France"
"45766",18528,246,0.0115129923200418,10926,1,0.899130434782609,0.784313725490196,30,0.01,0.764227642276423,0.909090909090909,"France"
